Time,Sell Price
2020-05-31 03:56:18.412071,9557.75
2020-05-31 03:56:19.480127,9557.51
2020-05-31 03:56:20.570106,9557.83
2020-05-31 03:56:21.779933,9557.95
2020-05-31 03:56:22.838424,9557.95
2020-05-31 03:56:23.909060,9556.91
2020-05-31 03:56:24.943247,9557.06
2020-05-31 03:56:26.076543,9557.33
2020-05-31 03:56:27.199786,9558.33
2020-05-31 03:56:28.246406,9558.39
2020-05-31 03:56:29.397721,9558.43
2020-05-31 03:56:30.459180,9558.38
2020-05-31 03:56:31.547818,9558.14
2020-05-31 03:56:32.601672,9558.26
2020-05-31 03:56:33.661276,9558.27
2020-05-31 03:56:34.761884,9556.74
2020-05-31 03:56:35.870772,9556.87
2020-05-31 03:56:37.041421,9557.14
2020-05-31 03:56:38.113501,9556.46
2020-05-31 03:56:39.146435,9556.97
2020-05-31 03:56:40.243466,9556.77
2020-05-31 03:56:41.385690,9557.01
2020-05-31 03:56:42.474188,9556.42
2020-05-31 03:56:43.507776,9556.55
2020-05-31 03:56:44.563705,9556.33
2020-05-31 03:56:45.651265,9556.39
2020-05-31 03:56:46.803614,9556.27
2020-05-31 03:56:47.838808,9556.4
2020-05-31 03:56:48.906200,9556.4
2020-05-31 03:56:49.976064,9556.3
2020-05-31 03:56:51.022010,9556.3
2020-05-31 03:56:52.100746,9553.51
2020-05-31 03:56:53.201529,9556.32
2020-05-31 03:56:54.272636,9556.77
2020-05-31 03:56:55.346145,9556.49
2020-05-31 03:56:56.513511,9556.49
2020-05-31 03:56:57.698291,9556.5
2020-05-31 03:56:58.750137,9556.68
2020-05-31 03:56:59.821020,9555.16
2020-05-31 03:57:00.885277,9555.2
2020-05-31 03:57:02.026474,9554.53
2020-05-31 03:57:03.129523,9555.39
2020-05-31 03:57:04.124000,9555.39
2020-05-31 03:57:05.170161,9556.37
2020-05-31 03:57:06.290968,9555.51
2020-05-31 03:57:07.375262,9555.59
2020-05-31 03:57:08.444019,9555.1
2020-05-31 03:57:09.562597,9554.89
2020-05-31 03:57:10.647962,9555.72
2020-05-31 03:57:11.717735,9556.53
2020-05-31 03:57:12.867747,9556.34
2020-05-31 03:57:13.959822,9555.76
2020-05-31 03:57:15.078388,9553.51
2020-05-31 03:57:16.182779,9554.49
2020-05-31 03:57:17.334954,9555.04
2020-05-31 03:57:18.384130,9554.6
2020-05-31 03:57:19.432613,9554.44
2020-05-31 03:57:20.468537,9554.42
2020-05-31 03:57:21.512949,9554.16
2020-05-31 03:57:22.664453,9554.52
2020-05-31 03:57:23.717062,9554.53
2020-05-31 03:57:24.778341,9555.29
2020-05-31 03:57:25.871620,9554.06
2020-05-31 03:57:26.927991,9556.96
2020-05-31 03:57:28.095124,9553.08
2020-05-31 03:57:29.212659,9556.68
2020-05-31 03:57:30.302787,9553.53
2020-05-31 03:57:31.337524,9553.6
2020-05-31 03:57:32.488842,9553.75
2020-05-31 03:57:33.608918,9556.31
2020-05-31 03:57:34.664152,9554.62
2020-05-31 03:57:35.704802,9555.89
2020-05-31 03:57:36.788223,9555.22
2020-05-31 03:57:37.888752,9555.74
2020-05-31 03:57:38.977576,9555.58
2020-05-31 03:57:40.045692,9555.1
2020-05-31 03:57:41.128386,9555.55
2020-05-31 03:57:42.200913,9554.36
2020-05-31 03:57:43.315572,9554.44
2020-05-31 03:57:44.403145,9554.98
2020-05-31 03:57:45.444214,9554.83
2020-05-31 03:57:46.521591,9554.43
2020-05-31 03:57:47.649207,9553.08
2020-05-31 03:57:48.817551,9555.66
2020-05-31 03:57:49.850865,9555.15
2020-05-31 03:57:50.906411,9554.88
2020-05-31 03:57:51.994910,9554.6
2020-05-31 03:57:53.095532,9553.95
2020-05-31 03:57:54.151901,9553.87
2020-05-31 03:57:55.253753,9554.29
2020-05-31 03:57:56.355639,9552.75
2020-05-31 03:57:57.443163,9551.41
2020-05-31 03:57:58.545177,9551.33
2020-05-31 03:57:59.681993,9551.44
2020-05-31 03:58:00.717195,9552.13
2020-05-31 03:58:01.771058,9553.68
2020-05-31 03:58:02.838682,9553.24
2020-05-31 03:58:04.118737,9552.57
2020-05-31 03:58:05.175398,9552.0
